Id,risk_flag
119774,0
204776,0
242165,0
89801,0
117885,0
28821,0
32685,0
176783,0
169829,0
227447,0
96358,0
68011,0
161353,0
129728,0
19267,0
28419,0
398,0
8930,0
40371,0
124902,0
28341,0
162709,0
71036,0
201255,0
161115,0
75642,0
138484,0
941,0
241383,0
226840,0
201216,0
106987,0
2395,0
170279,0
201750,0
45132,0
35123,0
746,0
50590,0
211472,0
214128,0
224941,0
65527,0
78266,0
186083,0
154779,0
170068,0
82382,0
59485,0
163445,0
89680,0
30401,0
96701,0
170267,0
191788,0
23962,0
169090,0
82893,0
149328,0
65627,0
17933,0
109835,0
63817,0
166190,0
129885,0
146173,0
111618,0
7689,0
213187,0
206761,0
57550,0
113761,0
68207,0
128371,0
137152,0
109445,0
100780,0
5985,0
31416,0
15422,0
127443,0
35397,0
183174,0
68484,0
11749,0
159164,0
69334,0
102876,0
18838,0
66048,0
97,0
182336,0
103285,0
189623,0
172152,0
32082,1
242053,0
15711,0
98757,0
170345,0
206722,0
220143,0
174571,0
1848,0
40573,0
218101,0
39301,0
28097,0
38710,0
160793,0
122071,0
85541,0
97553,0
174864,0
167767,0
56317,0
67862,0
221084,0
107486,0
19982,0
165452,0
145917,0
230439,0
64350,0
189901,0
47256,0
119398,0
228391,0
103037,0
203571,0
242084,0
152584,0
117412,0
89820,0
149036,0
32314,0
126287,0
205468,0
60656,0
243774,0
251164,0
199915,0
5727,0
147401,0
19,0
141538,0
205158,0
82517,0
126220,0
137217,0
97983,0
239108,0
94979,0
93638,0
58199,0
118775,0
50731,0
21794,0
149211,0
202419,0
7325,0
75084,0
183799,0
30957,0
164222,0
131275,0
136374,0
144166,0
75458,0
220729,0
43231,0
223912,0
163982,0
72344,0
101418,0
32067,0
23871,0
231652,0
178429,0
197171,0
238304,0
102694,0
248486,0
85910,0
57103,0
177543,0
10974,0
2600,0
11265,0
236989,0
247878,0
166153,0
9161,0
202075,0
84200,0
94513,0
201597,0
108848,0
225081,0
246859,0
31521,0
227174,0
93640,0
55757,0
191073,0
225760,0
227320,0
168875,0
227918,0
181042,0
45434,0
44083,0
126261,0
171786,0
54887,0
92827,0
63188,0
26183,0
228330,0
216332,0
220724,0
14914,0
10491,0
163825,0
246154,0
31714,0
35000,0
163560,0
20399,0
172925,0
240779,0
76532,0
169083,0
203211,0
26981,0
234610,0
7989,0
128316,0
134853,0
112801,0
239380,0
125164,0
207384,0
102537,0
80831,0
40636,0
130699,0
6576,0
30154,0
132880,0
19005,0
99187,0
115369,0
139848,0
220530,0
173366,0
209402,0
75089,0
64008,0
99965,0
233877,0
230416,0
54030,0
161078,0
78208,0
33104,0
189448,0
44988,0
133815,0
155121,0
162907,0
248957,0
234469,0
193521,0
112772,0
234176,0
109268,0
170441,0
143162,0
168627,0
134622,0
1844,0
74487,0
47950,0
40405,0
53476,0
223102,0
17615,0
228846,0
125735,0
246562,0
62640,0
126969,0
151994,0
102654,0
55585,0
106241,0
146815,0
126338,0
148958,0
163305,0
53263,0
127639,0
192708,0
30149,0
216294,0
134178,1
80624,0
3335,0
17814,0
67941,0
116814,0
168465,1
197044,0
84626,0
136372,0
61007,0
189619,0
113122,0
79015,0
47140,0
15662,0
133035,0
14184,0
243922,0
8643,0
58134,0
207865,0
35181,0
229534,0
204943,0
74249,0
70223,0
131524,0
26646,0
186072,0
135485,0
70011,0
215820,0
195288,0
83787,0
104046,0
30117,0
200402,0
43528,0
3195,0
68354,0
64544,0
152137,0
87410,0
84143,0
152458,0
152960,0
194064,0
17979,0
103609,0
199508,0
44779,0
197007,0
45078,0
230422,0
208855,0
162992,0
54877,0
247195,0
46382,0
97213,0
153987,0
42391,0
238069,0
145179,0
180762,0
45709,0
162440,0
44109,0
92356,0
189163,0
199988,0
52124,0
203345,0
195548,0
180922,0
238893,0
220495,0
222347,0
226879,0
171436,0
40698,0
187285,0
43108,0
23805,0
67300,0
108625,0
67440,0
13540,0
211802,0
194458,0
6745,0
171,0
160050,0
42036,0
182926,0
166869,0
225814,0
52060,0
25046,0
57096,0
150319,0
60423,0
88652,0
220954,0
10831,0
146890,0
239891,0
148833,0
5737,0
248437,0
205558,0
111992,0
74542,0
44657,0
56341,0
134392,0
95559,0
98470,0
117743,0
114588,0
107509,0
182221,0
245320,0
215906,0
150153,0
35199,0
34684,0
82741,0
189221,0
28270,0
85216,0
92823,0
149519,0
154351,0
223324,0
232224,0
158322,0
114065,0
137689,0
85989,0
234849,0
87533,0
135389,0
20906,0
22169,0
26623,0
188750,0
35593,0
214557,0
127610,0
175416,0
22437,0
44276,0
236853,0
176985,0
96306,0
188001,0
158483,0
46493,0
144424,0
242135,0
58154,0
72396,0
106224,0
66384,0
221349,0
167753,0
103808,0
167226,0
106724,0
57959,0
222549,0
246763,0
218862,0
247782,0
179118,0
155870,0
88415,0
154319,0
35314,0
111545,0
62472,0
206372,0
174789,0
160479,0
229788,0
78786,0
60978,0
124330,0
228529,0
141216,0
161565,0
113402,0
105936,0
31163,0
94171,0
224303,0
184542,0
219081,0
133497,0
212956,0
104452,0
26324,0
124269,0
220828,0
185217,0
66543,0
94466,0
182471,0
29176,0
75698,0
229884,0
9619,0
175179,0
210897,0
234112,0
106069,0
5813,0
129148,0
56336,0
219026,0
204774,0
142760,0
153138,0
131957,0
955,0
62600,0
293,0
668,0
48019,0
39913,0
54359,0
171884,0
199778,0
173414,0
50574,0
181642,0
176573,0
131578,0
125300,0
193230,0
94460,0
125502,1
221333,0
228763,0
156218,0
124659,0
57739,0
137550,0
241849,0
97751,0
104763,0
16352,0
205117,0
24937,0
61308,0
52927,0
237705,0
86159,0
112979,0
160627,0
121269,0
2551,0
248372,0
108991,0
168779,0
153202,0
65335,0
216180,0
179326,0
118944,0
205134,0
166080,0
69944,0
44003,0
9314,0
20753,0
53262,0
214887,0
127261,0
143531,0
157716,0
34666,0
19686,0
92343,0
207311,0
92135,0
250085,0
149678,0
4186,0
66212,0
250678,0
174726,0
173547,0
139245,0
153909,0
195314,0
220166,0
217851,0
171729,0
143552,0
137362,0
244752,0
208630,0
71368,0
52097,0
79268,0
196763,0
57277,0
186596,0
165814,0
40176,0
145824,0
160655,0
227238,0
16100,0
243943,0
88452,0
197105,0
185631,0
26918,0
227862,0
39721,0
102942,0
15419,0
222405,0
83164,0
5476,0
53071,0
171239,0
3177,0
105540,0
12488,0
52851,0
139923,0
241925,0
228117,0
121179,0
7216,0
125960,0
79961,0
236243,0
131355,0
56439,0
43607,0
77474,0
58407,0
68597,0
183701,0
34395,0
78652,0
4848,0
59468,0
227881,0
15828,0
94593,0
120623,0
242795,0
106276,0
81657,0
25821,0
112625,0
160366,0
240982,0
5030,0
182633,0
184458,0
237231,0
36124,0
131244,0
61642,0
191129,0
32025,0
97321,0
237711,0
211528,0
67703,0
11535,0
154235,0
215296,0
108889,0
232670,0
186060,0
106364,0
134437,0
152498,0
103709,0
173597,0
39387,0
80684,0
86816,0
101232,0
110487,0
897,0
176208,0
12413,0
153063,0
72948,0
190874,0
148019,0
72687,0
217182,0
210511,0
52675,0
34998,0
84520,0
49007,0
100878,0
151364,0
229398,0
203406,0
20972,0
209878,0
202204,0
165419,0
166940,0
148220,0
207229,0
77912,0
232119,0
32106,0
9203,0
116668,0
156234,0
6107,0
244037,0
217541,0
121094,0
53867,0
245230,0
193158,0
178937,0
98841,0
40158,0
92735,0
208205,0
246709,0
239271,0
189469,0
183594,0
155193,0
171716,0
110375,0
14421,0
129527,0
203512,0
198227,0
66797,0
149835,0
171824,0
249578,0
166531,0
40487,0
199119,0
34479,0
26758,0
146970,0
30634,0
29764,0
178790,0
17685,0
21541,0
147015,0
61119,0
139609,0
127734,0
172761,0
183611,0
23711,0
233399,0
21833,0
43083,0
36836,0
11639,0
219230,0
194840,0
103755,0
26145,0
119926,0
169274,0
248374,0
179079,0
213868,0
236395,0
103170,0
85554,0
82326,0
147487,0
33454,0
136554,0
165127,0
51888,0
193900,0
183615,0
230617,0
113688,0
69618,0
199516,0
46193,0
127917,0
199392,0
198630,0
151760,0
153567,0
172038,0
155134,0
71866,0
120032,0
243429,0
210090,0
141744,0
242141,0
94447,0
138151,0
60316,0
53537,0
203112,0
41313,0
159407,0
22151,0
115574,1
7489,0
95839,0
82947,0
73627,0
25915,0
58601,0
234709,0
203129,0
131843,0
26304,0
143449,0
151325,0
105019,0
180889,0
139292,0
88847,0
126645,0
109537,0
215877,0
838,0
7903,0
186492,0
29949,0
91949,0
230242,0
205170,0
130214,0
73169,0
46589,0
100286,0
89244,0
43860,0
97338,0
165058,0
244134,0
25882,0
220637,0
151659,0
16530,0
164167,0
32097,0
149549,0
47711,0
172141,0
248537,0
14823,0
44292,0
18860,0
198168,0
23628,0
239788,0
127515,0
137987,0
215593,0
81579,0
82600,0
158558,0
165900,0
187057,0
18784,0
166050,0
12887,0
198302,0
33106,0
165427,0
121853,0
143973,0
214992,0
24585,0
70864,0
83940,0
151700,0
192145,0
110867,0
174904,0
227552,0
40407,0
127924,0
24548,0
206281,0
173860,0
60925,0
205715,0
140690,0
158047,0
81877,0
117527,0
49460,0
150340,0
177259,0
28453,0
182202,0
199097,0
19184,0
62899,0
191119,0
110042,0
248830,0
129110,0
154333,0
25399,0
67736,0
181771,0
190067,0
18960,0
88953,0
240968,0
119313,0
39583,0
150931,0
92545,0
183234,0
75566,0
76517,0
94014,0
128756,0
143490,0
48537,0
244108,0
200898,0
127136,0
144681,0
176045,0
28913,0
121890,0
192418,0
129949,0
168870,0
12033,0
187158,0
4510,0
175749,0
145620,0
65709,0
89545,0
118525,0
103868,0
128735,0
39025,0
67266,0
242779,0
55542,0
44806,0
178909,0
164956,0
12571,0
67835,0
195447,0
17353,0
211307,0
169284,0
154204,0
22977,0
249406,0
9556,0
153011,0
93256,0
87795,0
92756,0
49715,0
193717,0
239126,0
40294,0
136786,0
166691,0
218424,0
29972,0
131011,0
182262,0
197615,0
131886,0
205658,0
19717,0
162782,0
112584,0
170621,0
48730,0
191969,0
150411,0
198414,0
217537,0
150782,0
198226,0
134442,0
11855,0
62722,0
102252,0
30435,0
80834,0
242976,0
228786,0
168498,0
45301,0
12181,0
84243,0
196535,0
126386,0
50005,0
23210,0
133987,0
66319,0
1719,0
96064,0
130906,0
173798,0
90187,0
248693,0
5134,0
248007,0
203159,0
249393,0
20416,0
36264,0
45237,0
88467,0
166852,0
225431,0
197179,0
103945,0
42130,0
15762,0
74651,0
50517,0
193417,0
16415,0
188259,0
200934,0
146361,0
211875,0
168546,0
202235,0
206342,0
202410,0
60264,0
1808,0
56039,0
124075,0
68927,0
148225,0
77918,0
103834,0
32690,0
63029,0
126310,0
244106,0
26053,0
249090,0
142592,0
154379,0
196721,0
160451,0
164747,0
228419,0
147374,0
247500,0
81265,0
207098,0
79351,0
124716,0
64240,0
225337,0
135182,0
96368,0
58371,0
167352,0
186910,0
145962,0
29920,0
166595,0
64579,0
81794,0
156428,0
151249,0
54966,0
147233,0
67658,0
154638,0
212584,0
88643,0
28940,0
164732,0
84994,0
157731,0
138039,0
18339,0
174623,0
91614,0
191172,0
44395,0
209388,0
235920,0
242823,0
106756,0
30206,0
23111,0
48262,0
232973,0
172948,0
106636,0
5454,0
121566,0
46260,0
185973,0
118411,0
30761,0
91206,0
118764,0
213227,0
40818,0
140339,0
190593,0
201161,0
128228,0
67648,0
216140,0
143674,0
86188,0
36025,0
44846,0
169303,0
112525,0
32572,0
119938,0
240103,0
31263,0
16973,0
2829,0
16255,0
218704,0
78967,0
27564,0
163354,0
119396,0
61839,0
177388,0
197566,0
204093,0
165070,0
26127,0
178158,0
108081,0
211181,0
75024,0
227689,0
114634,0
105328,0
34700,0
218958,0
20466,0
250518,0
232116,0
102297,0
137396,0
58400,0
237966,0
199803,0
4709,0
175374,0
242427,0
233319,0
132315,0
6366,0
151688,0
202096,1
43996,0
219264,0
208148,0
139653,0
177393,0
224042,0
242167,0
191454,0
188287,0
7792,0
192199,0
192227,0
24454,0
10863,0
110519,0
180989,0
92395,0
117896,0
192446,0
59072,0
28533,0
227331,0
177711,0
3130,0
64793,0
164111,0
105454,0
115032,0
158946,0
160423,0
210551,0
219472,0
117641,0
63675,0
65192,0
187744,0
193181,0
72830,0
109948,0
38751,0
91448,0
28414,0
72063,0
69768,0
153585,0
78857,0
49711,0
134027,0
237014,0
35283,0
73464,0
130728,0
154081,0
5303,0
50252,0
237384,0
116587,0
118331,0
134662,0
86627,0
102782,0
143931,0
163902,0
42883,0
157135,0
42941,0
49887,0
105919,0
208367,0
60507,0
128401,0
167648,0
155111,0
230611,0
196296,0
193360,0
181866,0
99028,0
55951,0
155866,0
200038,0
53291,0
143936,0
172091,0
221806,0
99007,0
198859,0
121987,0
85417,0
141542,0
19880,0
30654,0
37960,0
41743,0
175106,0
52972,0
26307,0
220536,0
121304,0
201371,0
140835,0
10651,0
209117,0
78395,0
80396,0
231549,0
248257,0
191090,0
26968,0
96081,0
126094,1
105931,0
180646,0
54031,0
157256,0
71417,0
244506,0
58275,0
169902,0
134068,0
21444,0
141002,0
68300,0
26695,0
216667,0
211500,0
234928,0
9256,0
64374,0
148564,0
110445,0
151848,0
91444,0
118343,1
82319,0
4602,0
71929,0
233174,0
193571,0
94916,0
83552,0
173055,0
16961,0
118708,0
33965,0
21645,0
46352,0
166881,0
97269,0
164710,0
145859,0
155184,0
17987,0
191717,0
69316,0
131845,0
7581,0
31906,0
236510,0
234262,0
121140,0
95254,0
10061,0
185769,0
133024,0
160326,0
68962,0
233697,0
110515,0
85022,0
50183,0
163790,0
124719,0
174783,0
41782,0
224531,0
88529,0
19663,0
21928,0
159542,0
204082,0
98590,0
10193,0
138303,0
130227,0
153847,0
227284,0
164987,0
108332,0
102524,0
62438,0
142145,0
132474,0
128182,0
132975,0
209821,0
111471,0
80627,0
97162,1
111384,0
97042,0
56248,0
105042,0
3758,0
120559,0
245536,0
170292,0
157397,0
239564,1
143654,0
237575,0
45547,0
145998,0
187624,0
200181,0
21908,0
220733,0
103912,0
9384,0
54565,0
30571,0
101620,0
69645,0
86434,0
121519,0
143079,0
21165,0
128979,0
142323,0
212220,0
68054,0
222688,0
40739,0
239059,0
227845,0
85199,0
52689,0
90652,0
191688,0
189626,0
242039,0
33947,0
40765,0
174271,0
209685,0
90275,0
222336,0
97832,0
65445,0
210414,0
142684,0
36035,0
208037,0
31379,0
168587,0
166258,0
115521,0
210567,0
152784,0
183504,0
250318,0
49793,0
93397,0
111936,0
33785,0
202109,0
205579,0
88015,0
37970,0
251948,0
53034,0
85174,0
34179,0
173194,0
18900,0
123411,0
89322,0
88761,0
115757,0
126823,0
69054,0
74171,0
51529,0
6787,0
136397,0
145212,0
214314,0
89744,0
161734,0
158224,0
167639,0
127033,0
189650,0
47806,0
239473,0
37491,0
133371,0
50829,0
30792,0
30094,0
116539,0
250982,0
41449,0
225533,0
195035,0
149280,0
110600,0
49589,0
121500,0
136475,0
131055,0
199293,0
195298,0
106767,0
92128,0
197213,0
22809,0
149395,0
168839,0
33288,0
131968,0
251976,0
60604,0
88927,0
198558,0
129589,0
170335,0
248141,0
53705,0
191761,0
65988,0
61643,0
51980,0
116449,0
93338,0
2244,0
147716,0
45088,0
179374,0
99971,0
60338,0
162682,0
36378,0
94598,0
141219,0
142002,0
97758,0
49085,0
15055,0
225839,0
28759,0
238011,0
109189,0
146377,0
4515,0
233420,0
230775,0
224563,0
171279,0
116378,0
250879,0
224561,0
86905,0
191461,0
141749,0
192380,0
85972,0
4833,0
200503,0
47632,0
84689,0
128768,0
205055,0
28385,0
77766,0
90537,0
145993,0
117113,0
179389,0
71937,0
28392,0
159556,0
178675,0
188493,0
28738,0
29143,0
148089,0
174360,0
1069,0
44119,0
229554,0
112874,0
50222,0
230284,0
196348,0
147587,0
240031,0
35500,0
44132,0
194005,0
223629,0
220286,0
248318,0
106311,0
69246,0
105765,0
175038,0
239694,0
175768,0
142125,0
225989,0
125783,0
84142,0
214299,0
196880,0
250668,0
89922,0
210685,0
198281,0
102599,0
79607,0
73208,0
219368,0
232984,0
72654,0
37046,0
88894,0
190192,0
194769,0
73087,0
97799,0
82190,0
126781,0
101251,0
49111,0
210829,0
169700,0
60446,0
143201,0
118606,0
175234,0
108178,0
47443,0
151072,0
167738,0
199127,0
200537,0
226068,0
59269,0
73500,0
238468,0
126581,0
91994,0
59991,0
104093,0
153195,0
251545,0
145051,0
110128,0
40945,0
164098,0
22672,0
151540,0
187300,0
150997,0
64989,0
14945,0
247515,0
36059,0
94351,0
137400,0
211245,0
168430,0
94175,0
236390,0
133213,0
143076,0
242900,0
29735,0
45001,0
140322,0
111489,0
129723,0
137194,0
235865,0
230972,0
104764,0
7617,0
222646,0
248100,0
142345,0
166825,0
218135,0
151590,0
57797,0
218769,0
99373,0
228350,0
65510,0
137202,0
10183,0
31767,0
143709,0
150821,0
105009,0
68137,0
126444,0
102629,0
55518,0
133773,0
197340,0
100364,1
76648,0
30540,0
216675,0
161920,0
207844,0
17963,1
222150,0
124506,0
165706,0
140975,0
222850,0
190278,0
82454,0
36806,0
69685,0
132291,0
96464,0
134239,0
130883,0
219268,0
200596,1
10626,0
84109,0
78083,0
60134,0
91872,0
100458,0
166683,0
98366,0
219846,0
17935,0
251954,0
56273,0
119842,0
128188,0
67652,0
168938,0
100613,0
237732,0
27395,0
118569,0
186283,0
84830,0
7334,0
94970,0
200532,0
104560,0
90636,0
26577,0
145899,0
127807,0
24390,0
48805,0
233933,0
93755,0
39401,0
144076,0
139039,0
119211,0
137031,0
86677,0
206616,0
63261,0
219696,0
66639,0
123537,0
154240,0
229366,0
67550,0
40975,0
205017,0
52297,0
197166,0
109617,0
160345,0
101829,0
111264,0
58384,0
9757,0
30420,0
135036,0
223400,0
249517,0
20142,0
26129,0
20068,0
203903,0
132705,0
8585,0
101678,0
182647,0
125203,0
195546,0
119771,0
188060,0
192548,0
30826,0
122746,0
196214,0
160969,0
144206,0
38790,0
130402,0
172136,0
83183,0
190344,0
22734,0
168205,0
195891,0
216815,0
232812,0
68325,0
11132,0
115157,0
154487,0
128416,0
84105,0
181032,0
157083,0
8425,0
241593,0
222081,0
209994,0
250865,0
55243,0
45476,0
99153,0
62822,0
33955,0
129008,0
77333,0
221724,0
245598,0
5934,0
54279,0
49,0
200804,0
251587,0
101707,0
119645,0
117759,0
241474,0
215074,0
1653,0
529,0
244775,0
214444,0
130158,0
97647,0
186997,0
209152,0
169361,0
133670,0
71423,0
150290,0
202929,0
206803,0
24885,0
157872,0
153815,0
187984,0
100194,0
187950,0
24498,0
18610,0
89745,0
163156,0
83745,0
77908,0
200920,0
192125,0
193340,0
32206,0
12187,0
182384,0
4098,0
176776,0
235623,0
224023,0
150336,0
170806,0
182809,0
154942,0
105164,0
103466,0
155654,0
74003,0
114156,0
133749,0
233690,0
126218,0
89816,0
5117,0
113266,0
59069,0
189780,0
78219,0
106773,0
109349,0
151641,0
241136,0
108502,0
27188,0
111316,0
193056,0
161952,0
247995,0
177505,0
155797,0
210041,0
143174,0
188323,0
130038,0
169659,0
70114,0
67392,0
124398,0
107634,0
71684,0
208024,0
120990,0
114666,0
61086,0
56086,0
172610,0
48902,0
85557,0
13018,0
174024,0
152322,0
130291,0
103099,0
157829,0
123624,0
75481,0
29017,0
52322,0
69980,0
141366,0
158096,0
70715,0
215754,0
192146,0
138475,0
118551,1
20035,0
195696,0
73026,0
59549,0
238230,0
97598,0
157573,0
119605,0
175543,0
53058,0
164570,0
72940,0
137393,0
73122,0
247967,0
182257,0
129722,0
218839,0
81863,0
131157,0
169086,0
108420,0
64587,0
157250,0
65150,0
31952,0
80009,0
156663,0
72824,0
102292,0
165447,0
33397,0
248421,0
185715,0
75402,0
151810,0
164362,0
31097,0
123043,0
185201,0
129547,0
17639,0
76716,0
14602,0
109495,0
242744,0
237521,0
232394,0
162241,0
7606,0
12680,0
218814,0
230047,0
165421,0
141063,0
175091,0
18907,0
11328,0
154643,0
28528,0
186462,0
29494,0
174105,0
44100,0
207820,0
144275,0
206183,0
216518,0
39006,0
135069,0
72801,0
38718,0
102396,0
57766,0
225335,0
224864,0
3562,0
66029,0
141493,0
164711,0
22444,0
198889,0
75885,0
170836,0
48670,0
121301,0
44703,0
116350,0
183910,0
240077,0
139851,0
16685,0
133277,0
65576,0
40375,0
193519,0
8751,0
52138,0
127413,0
74931,0
198910,0
209396,0
42812,0
87893,0
230003,0
94344,0
50948,0
111530,0
75710,0
149550,0
29175,0
19070,0
150142,0
141711,0
85629,0
127511,0
58626,0
181198,0
80114,0
137133,0
95642,0
109719,0
53700,0
156204,0
28934,0
241954,0
173549,0
171770,0
43768,0
74008,0
132961,0
208672,0
186820,0
39752,0
113889,0
138797,0
133008,0
246896,0
4303,0
154956,0
76837,0
81940,0
57179,0
159482,0
91014,0
32482,0
175269,0
213739,0
93000,0
147379,0
64859,0
68642,0
13602,0
85648,0
175746,0
38373,0
209792,0
5054,0
179535,0
171501,0
108575,0
219538,0
179822,0
97027,0
73945,0
41894,0
69250,0
89162,0
85064,0
80518,0
57194,0
134059,0
177260,0
135831,0
32392,0
32746,0
166541,0
152329,0
207109,0
10349,0
231673,0
206657,0
206033,0
26511,0
